+3.1768%; 
+2.5806%; +3.3475%; +4.1145%; 
+1.9788%; +2.7457%; +3.5126%; +4.2795%; +5.0465%; 
+1.3715%; +2.1384%; +2.9053%; +3.6723%; +4.4392%; +5.2061%; +5.9730%; 
+0.75895%; +1.5259%; +2.2928%; +3.0597%; +3.8266%; +4.5935%; +5.3604%; +6.1273%; +6.8943%; 
+0.14128%; +0.90819%; +1.6751%; +2.4420%; +3.2089%; +3.9759%; +4.7428%; +5.5097%; +6.2766%; +7.0435%; +7.8104%; 
-0.48132%; +0.28560%; +1.0525%; +1.8194%; +2.5863%; +3.3533%; +4.1202%; +4.8871%; +5.6540%; +6.4209%; +7.1878%; +7.9547%; +8.7217%; 
-12.571%; -11.804%; -11.037%; -10.270%; -9.5035%; -8.7366%; -7.9697%; -7.2028%; -6.4358%; -5.6689%; -4.9020%; -4.1351%; -3.3682%; -2.6013%; -1.8343%; -1.0674%; -0.30052%; +0.46640%; +1.2333%; +2.0002%; +2.7671%; +3.5341%; +4.3010%; +5.0679%; +5.8348%; +6.6017%; +7.3686%; +8.1355%; +8.9025%; +9.6694%; +10.436%; +11.203%; +11.970%; +12.737%; +13.504%; +14.271%; +15.038%; +15.805%; +16.572%; +17.339%; +18.105%; +18.872%; +19.639%; +20.406%; +21.173%; +21.940%; +22.707%; +23.474%; +24.241%; +25.008%; +25.775%; +26.542%; +27.308%; 
-12.537%; -11.770%; -11.003%; -10.237%; -9.4696%; -8.7027%; -7.9358%; -7.1689%; -6.4019%; -5.6350%; -4.8681%; -4.1012%; -3.3343%; -2.5674%; -1.8005%; -1.0335%; -0.26662%; +0.50029%; +1.2672%; +2.0341%; +2.8010%; +3.5680%; +4.3349%; +5.1018%; +5.8687%; +6.6356%; +7.4025%; +8.1694%; +8.9364%; +9.7033%; +10.470%; +11.237%; +12.004%; +12.771%; +13.538%; +14.305%; +15.072%; +15.839%; +16.606%; +17.372%; +18.139%; +18.906%; +19.673%; +20.440%; +21.207%; +21.974%; +22.741%; +23.508%; +24.275%; +25.042%; +25.808%; +26.575%; +27.342%; 
-12.504%; -11.738%; -10.971%; -10.204%; -9.4368%; -8.6699%; -7.9029%; -7.1360%; -6.3691%; -5.6022%; -4.8353%; -4.0684%; -3.3015%; -2.5345%; -1.7676%; -1.0007%; -0.23380%; +0.53311%; +1.3000%; +2.0669%; +2.8339%; +3.6008%; +4.3677%; +5.1346%; +5.9015%; +6.6684%; +7.4353%; +8.2023%; +8.9692%; +9.7361%; +10.503%; +11.270%; +12.037%; +12.804%; +13.571%; +14.338%; +15.104%; +15.871%; +16.638%; +17.405%; +18.172%; +18.939%; +19.706%; +20.473%; +21.240%; +22.007%; +22.774%; +23.541%; +24.307%; +25.074%; +25.841%; +26.608%; +27.375%; 
-12.473%; -11.706%; -10.939%; -10.172%; -9.4050%; -8.6381%; -7.8712%; -7.1042%; -6.3373%; -5.5704%; -4.8035%; -4.0366%; -3.2697%; -2.5028%; -1.7358%; -0.96893%; -0.20202%; +0.56490%; +1.3318%; +2.0987%; +2.8656%; +3.6326%; +4.3995%; +5.1664%; +5.9333%; +6.7002%; +7.4671%; +8.2340%; +9.0010%; +9.7679%; +10.535%; +11.302%; +12.069%; +12.836%; +13.602%; +14.369%; +15.136%; +15.903%; +16.670%; +17.437%; +18.204%; +18.971%; +19.738%; +20.505%; +21.272%; +22.039%; +22.805%; +23.572%; +24.339%; +25.106%; +25.873%; +26.640%; +27.407%; 
-12.442%; -11.675%; -10.908%; -10.141%; -9.3742%; -8.6073%; -7.8404%; -7.0735%; -6.3066%; -5.5396%; -4.7727%; -4.0058%; -3.2389%; -2.4720%; -1.7051%; -0.93815%; -0.17123%; +0.59568%; +1.3626%; +2.1295%; +2.8964%; +3.6633%; +4.4303%; +5.1972%; +5.9641%; +6.7310%; +7.4979%; +8.2648%; +9.0317%; +9.7987%; +10.566%; +11.332%; +12.099%; +12.866%; +13.633%; +14.400%; +15.167%; +15.934%; +16.701%; +17.468%; +18.235%; +19.002%; +19.769%; +20.535%; +21.302%; +22.069%; +22.836%; +23.603%; +24.370%; +25.137%; +25.904%; +26.671%; +27.438%; 
-12.412%; -11.645%; -10.878%; -10.111%; -9.3444%; -8.5775%; -7.8106%; -7.0437%; -6.2767%; -5.5098%; -4.7429%; -3.9760%; -3.2091%; -2.4422%; -1.6753%; -0.90834%; -0.14142%; +0.62549%; +1.3924%; +2.1593%; +2.9262%; +3.6932%; +4.4601%; +5.2270%; +5.9939%; +6.7608%; +7.5277%; +8.2946%; +9.0616%; +9.8285%; +10.595%; +11.362%; +12.129%; +12.896%; +13.663%; +14.430%; +15.197%; +15.964%; +16.731%; +17.498%; +18.265%; +19.031%; +19.798%; +20.565%; +21.332%; +22.099%; +22.866%; +23.633%; +24.400%; +25.167%; +25.934%; +26.701%; +27.468%; 
-12.383%; -11.616%; -10.849%; -10.082%; -9.3155%; -8.5486%; -7.7817%; -7.0148%; -6.2479%; -5.4810%; -4.7140%; -3.9471%; -3.1802%; -2.4133%; -1.6464%; -0.87946%; -0.11255%; +0.65437%; +1.4213%; +2.1882%; +2.9551%; +3.7220%; +4.4889%; +5.2559%; +6.0228%; +6.7897%; +7.5566%; +8.3235%; +9.0904%; +9.8573%; +10.624%; +11.391%; +12.158%; +12.925%; +13.692%; +14.459%; +15.226%; +15.993%; +16.760%; +17.526%; +18.293%; +19.060%; +19.827%; +20.594%; +21.361%; +22.128%; +22.895%; +23.662%; +24.429%; +25.196%; +25.963%; +26.729%; +27.496%; 
-12.355%; -11.588%; -10.821%; -10.054%; -9.2876%; -8.5206%; -7.7537%; -6.9868%; -6.2199%; -5.4530%; -4.6861%; -3.9192%; -3.1522%; -2.3853%; -1.6184%; -0.85149%; -0.084580%; +0.68233%; +1.4492%; +2.2162%; +2.9831%; +3.7500%; +4.5169%; +5.2838%; +6.0507%; +6.8177%; +7.5846%; +8.3515%; +9.1184%; +9.8853%; +10.652%; +11.419%; +12.186%; +12.953%; +13.720%; +14.487%; +15.254%; +16.021%; +16.788%; +17.554%; +18.321%; +19.088%; +19.855%; +20.622%; +21.389%; +22.156%; +22.923%; +23.690%; +24.457%; +25.224%; +25.991%; +26.757%; +27.524%; 
-12.328%; -11.561%; -10.794%; -10.027%; -9.2605%; -8.4936%; -7.7266%; -6.9597%; -6.1928%; -5.4259%; -4.6590%; -3.8921%; -3.1252%; -2.3582%; -1.5913%; -0.82441%; -0.057492%; +0.70942%; +1.4763%; +2.2433%; +3.0102%; +3.7771%; +4.5440%; +5.3109%; +6.0778%; +6.8447%; +7.6117%; +8.3786%; +9.1455%; +9.9124%; +10.679%; +11.446%; +12.213%; +12.980%; +13.747%; +14.514%; +15.281%; +16.048%; +16.815%; +17.582%; +18.348%; +19.115%; +19.882%; +20.649%; +21.416%; +22.183%; +22.950%; +23.717%; +24.484%; +25.251%; +26.018%; +26.785%; +27.551%; 
-12.302%; -11.535%; -10.768%; -10.001%; -9.2342%; -8.4673%; -7.7004%; -6.9335%; -6.1666%; -5.3997%; -4.6327%; -3.8658%; -3.0989%; -2.3320%; -1.5651%; -0.79817%; -0.031252%; +0.73566%; +1.5026%; +2.2695%; +3.0364%; +3.8033%; +4.5702%; +5.3372%; +6.1041%; +6.8710%; +7.6379%; +8.4048%; +9.1717%; +9.9386%; +10.706%; +11.472%; +12.239%; +13.006%; +13.773%; +14.540%; +15.307%; +16.074%; +16.841%; +17.608%; +18.375%; +19.142%; +19.909%; +20.675%; +21.442%; +22.209%; +22.976%; +23.743%; +24.510%; +25.277%; +26.044%; +26.811%; +27.578%; 
-12.276%; -11.510%; -10.743%; -9.9757%; -9.2088%; -8.4419%; -7.6750%; -6.9081%; -6.1412%; -5.3742%; -4.6073%; -3.8404%; -3.0735%; -2.3066%; -1.5397%; -0.77275%; -0.0058347%; +0.76108%; +1.5280%; +2.2949%; +3.0618%; +3.8287%; +4.5957%; +5.3626%; +6.1295%; +6.8964%; +7.6633%; +8.4302%; +9.1971%; +9.9641%; +10.731%; +11.498%; +12.265%; +13.032%; +13.799%; +14.566%; +15.332%; +16.099%; +16.866%; +17.633%; +18.400%; +19.167%; +19.934%; +20.701%; +21.468%; +22.235%; +23.002%; +23.769%; +24.535%; +25.302%; +26.069%; +26.836%; +27.603%; 
-12.252%; -11.485%; -10.718%; -9.9511%; -9.1842%; -8.4173%; -7.6504%; -6.8834%; -6.1165%; -5.3496%; -4.5827%; -3.8158%; -3.0489%; -2.2820%; -1.5150%; -0.74813%; +0.018788%; +0.78570%; +1.5526%; +2.3195%; +3.0864%; +3.8534%; +4.6203%; +5.3872%; +6.1541%; +6.9210%; +7.6879%; +8.4549%; +9.2218%; +9.9887%; +10.756%; +11.523%; +12.289%; +13.056%; +13.823%; +14.590%; +15.357%; +16.124%; +16.891%; +17.658%; +18.425%; +19.192%; +19.959%; +20.725%; +21.492%; +22.259%; +23.026%; +23.793%; +24.560%; +25.327%; +26.094%; +26.861%; +27.628%; 
-12.228%; -11.461%; -10.694%; -9.9273%; -9.1603%; -8.3934%; -7.6265%; -6.8596%; -6.0927%; -5.3258%; -4.5588%; -3.7919%; -3.0250%; -2.2581%; -1.4912%; -0.72427%; +0.042642%; +0.80956%; +1.5765%; +2.3434%; +3.1103%; +3.8772%; +4.6441%; +5.4110%; +6.1780%; +6.9449%; +7.7118%; +8.4787%; +9.2456%; +10.013%; +10.779%; +11.546%; +12.313%; +13.080%; +13.847%; +14.614%; +15.381%; +16.148%; +16.915%; +17.682%; +18.449%; +19.216%; +19.982%; +20.749%; +21.516%; +22.283%; +23.050%; +23.817%; +24.584%; +25.351%; +26.118%; +26.885%; +27.652%; 
-12.205%; -11.438%; -10.671%; -9.9041%; -9.1372%; -8.3703%; -7.6034%; -6.8365%; -6.0696%; -5.3027%; -4.5357%; -3.7688%; -3.0019%; -2.2350%; -1.4681%; -0.70116%; +0.065752%; +0.83267%; +1.5996%; +2.3665%; +3.1334%; +3.9003%; +4.6672%; +5.4342%; +6.2011%; +6.9680%; +7.7349%; +8.5018%; +9.2687%; +10.036%; +10.803%; +11.569%; +12.336%; +13.103%; +13.870%; +14.637%; +15.404%; +16.171%; +16.938%; +17.705%; +18.472%; +19.239%; +20.006%; +20.772%; +21.539%; +22.306%; +23.073%; +23.840%; +24.607%; +25.374%; +26.141%; +26.908%; +27.675%; 
-12.182%; -11.416%; -10.649%; -9.8818%; -9.1148%; -8.3479%; -7.5810%; -6.8141%; -6.0472%; -5.2803%; -4.5133%; -3.7464%; -2.9795%; -2.2126%; -1.4457%; -0.67877%; +0.088143%; +0.85506%; +1.6220%; +2.3889%; +3.1558%; +3.9227%; +4.6896%; +5.4565%; +6.2235%; +6.9904%; +7.7573%; +8.5242%; +9.2911%; +10.058%; +10.825%; +11.592%; +12.359%; +13.126%; +13.893%; +14.660%; +15.426%; +16.193%; +16.960%; +17.727%; +18.494%; +19.261%; +20.028%; +20.795%; +21.562%; +22.329%; +23.096%; +23.863%; +24.629%; +25.396%; +26.163%; +26.930%; +27.697%; 
-12.161%; -11.394%; -10.627%; -9.8601%; -9.0931%; -8.3262%; -7.5593%; -6.7924%; -6.0255%; -5.2586%; -4.4917%; -3.7247%; -2.9578%; -2.1909%; -1.4240%; -0.65708%; +0.10984%; +0.87675%; +1.6437%; +2.4106%; +3.1775%; +3.9444%; +4.7113%; +5.4782%; +6.2452%; +7.0121%; +7.7790%; +8.5459%; +9.3128%; +10.080%; +10.847%; +11.614%; +12.380%; +13.147%; +13.914%; +14.681%; +15.448%; +16.215%; +16.982%; +17.749%; +18.516%; +19.283%; +20.050%; +20.817%; +21.583%; +22.350%; +23.117%; +23.884%; +24.651%; +25.418%; +26.185%; +26.952%; +27.719%; 
-12.140%; -11.373%; -10.606%; -9.8390%; -9.0721%; -8.3052%; -7.5383%; -6.7714%; -6.0045%; -5.2375%; -4.4706%; -3.7037%; -2.9368%; -2.1699%; -1.4030%; -0.63606%; +0.13086%; +0.89777%; +1.6647%; +2.4316%; +3.1985%; +3.9654%; +4.7323%; +5.4993%; +6.2662%; +7.0331%; +7.8000%; +8.5669%; +9.3338%; +10.101%; +10.868%; +11.635%; +12.401%; +13.168%; +13.935%; +14.702%; +15.469%; +16.236%; +17.003%; +17.770%; +18.537%; +19.304%; +20.071%; +20.838%; +21.604%; +22.371%; +23.138%; +23.905%; +24.672%; +25.439%; +26.206%; +26.973%; +27.740%; 
-12.119%; -11.352%; -10.586%; -9.8187%; -9.0518%; -8.2848%; -7.5179%; -6.7510%; -5.9841%; -5.2172%; -4.4503%; -3.6833%; -2.9164%; -2.1495%; -1.3826%; -0.61569%; +0.15123%; +0.91814%; +1.6851%; +2.4520%; +3.2189%; +3.9858%; +4.7527%; +5.5196%; +6.2865%; +7.0535%; +7.8204%; +8.5873%; +9.3542%; +10.121%; +10.888%; +11.655%; +12.422%; +13.189%; +13.956%; +14.723%; +15.490%; +16.256%; +17.023%; +17.790%; +18.557%; +19.324%; +20.091%; +20.858%; +21.625%; +22.392%; +23.159%; +23.926%; +24.693%; +25.459%; +26.226%; +26.993%; +27.760%; 
-12.100%; -11.333%; -10.566%; -9.7989%; -9.0320%; -8.2651%; -7.4982%; -6.7313%; -5.9644%; -5.1974%; -4.4305%; -3.6636%; -2.8967%; -2.1298%; -1.3629%; -0.59595%; +0.17096%; +0.93788%; +1.7048%; +2.4717%; +3.2386%; +4.0055%; +4.7725%; +5.5394%; +6.3063%; +7.0732%; +7.8401%; +8.6070%; +9.3739%; +10.141%; +10.908%; +11.675%; +12.442%; +13.209%; +13.975%; +14.742%; +15.509%; +16.276%; +17.043%; +17.810%; +18.577%; +19.344%; +20.111%; +20.878%; +21.645%; +22.411%; +23.178%; +23.945%; +24.712%; +25.479%; +26.246%; +27.013%; +27.780%; 
-12.081%; -11.314%; -10.547%; -9.7798%; -9.0129%; -8.2460%; -7.4791%; -6.7121%; -5.9452%; -5.1783%; -4.4114%; -3.6445%; -2.8776%; -2.1107%; -1.3437%; -0.57682%; +0.19009%; +0.95701%; +1.7239%; +2.4908%; +3.2578%; +4.0247%; +4.7916%; +5.5585%; +6.3254%; +7.0923%; +7.8592%; +8.6262%; +9.3931%; +10.160%; +10.927%; +11.694%; +12.461%; +13.228%; +13.995%; +14.761%; +15.528%; +16.295%; +17.062%; +17.829%; +18.596%; +19.363%; +20.130%; +20.897%; +21.664%; +22.431%; +23.198%; +23.964%; +24.731%; +25.498%; +26.265%; +27.032%; +27.799%; 
-12.062%; -11.295%; -10.528%; -9.7613%; -8.9943%; -8.2274%; -7.4605%; -6.6936%; -5.9267%; -5.1598%; -4.3929%; -3.6259%; -2.8590%; -2.0921%; -1.3252%; -0.55828%; +0.20863%; +0.97555%; +1.7425%; +2.5094%; +3.2763%; +4.0432%; +4.8101%; +5.5770%; +6.3439%; +7.1109%; +7.8778%; +8.6447%; +9.4116%; +10.179%; +10.945%; +11.712%; +12.479%; +13.246%; +14.013%; +14.780%; +15.547%; +16.314%; +17.081%; +17.848%; +18.615%; +19.382%; +20.148%; +20.915%; +21.682%; +22.449%; +23.216%; +23.983%; +24.750%; +25.517%; +26.284%; +27.051%; +27.818%; 
-12.044%; -11.277%; -10.510%; -9.7433%; -8.9764%; -8.2095%; -7.4426%; -6.6756%; -5.9087%; -5.1418%; -4.3749%; -3.6080%; -2.8411%; -2.0741%; -1.3072%; -0.54032%; +0.22660%; +0.99351%; +1.7604%; +2.5273%; +3.2943%; +4.0612%; +4.8281%; +5.5950%; +6.3619%; +7.1288%; +7.8957%; +8.6627%; +9.4296%; +10.196%; +10.963%; +11.730%; +12.497%; +13.264%; +14.031%; +14.798%; +15.565%; +16.332%; +17.099%; +17.866%; +18.633%; +19.399%; +20.166%; +20.933%; +21.700%; +22.467%; +23.234%; +24.001%; +24.768%; +25.535%; +26.302%; +27.069%; +27.836%; 
-12.027%; -11.260%; -10.493%; -9.7259%; -8.9590%; -8.1921%; -7.4251%; -6.6582%; -5.8913%; -5.1244%; -4.3575%; -3.5906%; -2.8237%; -2.0567%; -1.2898%; -0.52291%; +0.24401%; +1.0109%; +1.7778%; +2.5448%; +3.3117%; +4.0786%; +4.8455%; +5.6124%; +6.3793%; +7.1462%; +7.9132%; +8.6801%; +9.4470%; +10.214%; +10.981%; +11.748%; +12.515%; +13.282%; +14.048%; +14.815%; +15.582%; +16.349%; +17.116%; +17.883%; +18.650%; +19.417%; +20.184%; +20.951%; +21.718%; +22.485%; +23.251%; +24.018%; +24.785%; +25.552%; +26.319%; +27.086%; +27.853%; 
-12.010%; -11.243%; -10.476%; -9.7090%; -8.9421%; -8.1752%; -7.4083%; -6.6413%; -5.8744%; -5.1075%; -4.3406%; -3.5737%; -2.8068%; -2.0399%; -1.2729%; -0.50603%; +0.26089%; +1.0278%; +1.7947%; +2.5616%; +3.3285%; +4.0955%; +4.8624%; +5.6293%; +6.3962%; +7.1631%; +7.9300%; +8.6970%; +9.4639%; +10.231%; +10.998%; +11.765%; +12.532%; +13.298%; +14.065%; +14.832%; +15.599%; +16.366%; +17.133%; +17.900%; +18.667%; +19.434%; +20.201%; +20.968%; +21.735%; +22.501%; +23.268%; +24.035%; +24.802%; +25.569%; +26.336%; +27.103%; +27.870%; 
-11.993%; -11.226%; -10.460%; -9.6926%; -8.9257%; -8.1588%; -7.3919%; -6.6250%; -5.8581%; -5.0912%; -4.3242%; -3.5573%; -2.7904%; -2.0235%; -1.2566%; -0.48967%; +0.27725%; +1.0442%; +1.8111%; +2.5780%; +3.3449%; +4.1118%; +4.8787%; +5.6457%; +6.4126%; +7.1795%; +7.9464%; +8.7133%; +9.4802%; +10.247%; +11.014%; +11.781%; +12.548%; +13.315%; +14.082%; +14.849%; +15.616%; +16.382%; +17.149%; +17.916%; +18.683%; +19.450%; +20.217%; +20.984%; +21.751%; +22.518%; +23.285%; +24.052%; +24.819%; +25.585%; +26.352%; +27.119%; +27.886%; 
-11.978%; -11.211%; -10.444%; -9.6768%; -8.9099%; -8.1430%; -7.3760%; -6.6091%; -5.8422%; -5.0753%; -4.3084%; -3.5415%; -2.7746%; -2.0076%; -1.2407%; -0.47381%; +0.29311%; +1.0600%; +1.8269%; +2.5939%; +3.3608%; +4.1277%; +4.8946%; +5.6615%; +6.4284%; +7.1953%; +7.9623%; +8.7292%; +9.4961%; +10.263%; +11.030%; +11.797%; +12.564%; +13.331%; +14.098%; +14.864%; +15.631%; +16.398%; +17.165%; +17.932%; +18.699%; +19.466%; +20.233%; +21.000%; +21.767%; +22.534%; +23.301%; +24.067%; +24.834%; +25.601%; +26.368%; +27.135%; +27.902%; 
-11.962%; -11.195%; -10.428%; -9.6614%; -8.8945%; -8.1276%; -7.3607%; -6.5938%; -5.8268%; -5.0599%; -4.2930%; -3.5261%; -2.7592%; -1.9923%; -1.2254%; -0.45844%; +0.30848%; +1.0754%; +1.8423%; +2.6092%; +3.3761%; +4.1431%; +4.9100%; +5.6769%; +6.4438%; +7.2107%; +7.9776%; +8.7445%; +9.5115%; +10.278%; +11.045%; +11.812%; +12.579%; +13.346%; +14.113%; +14.880%; +15.647%; +16.414%; +17.181%; +17.948%; +18.714%; +19.481%; +20.248%; +21.015%; +21.782%; +22.549%; +23.316%; +24.083%; +24.850%; +25.617%; +26.384%; +27.150%; +27.917%; 
-11.947%; -11.180%; -10.413%; -9.6465%; -8.8796%; -8.1127%; -7.3458%; -6.5789%; -5.8119%; -5.0450%; -4.2781%; -3.5112%; -2.7443%; -1.9774%; -1.2104%; -0.44353%; +0.32338%; +1.0903%; +1.8572%; +2.6241%; +3.3910%; +4.1580%; +4.9249%; +5.6918%; +6.4587%; +7.2256%; +7.9925%; +8.7594%; +9.5264%; +10.293%; +11.060%; +11.827%; +12.594%; +13.361%; +14.128%; +14.895%; +15.662%; +16.429%; +17.196%; +17.962%; +18.729%; +19.496%; +20.263%; +21.030%; +21.797%; +22.564%; +23.331%; +24.098%; +24.865%; +25.632%; +26.398%; +27.165%; +27.932%; 
-11.933%; -11.166%; -10.399%; -9.6321%; -8.8651%; -8.0982%; -7.3313%; -6.5644%; -5.7975%; -5.0306%; -4.2637%; -3.4967%; -2.7298%; -1.9629%; -1.1960%; -0.42908%; +0.33783%; +1.1047%; +1.8717%; +2.6386%; +3.4055%; +4.1724%; +4.9393%; +5.7062%; +6.4732%; +7.2401%; +8.0070%; +8.7739%; +9.5408%; +10.308%; +11.075%; +11.842%; +12.608%; +13.375%; +14.142%; +14.909%; +15.676%; +16.443%; +17.210%; +17.977%; +18.744%; +19.511%; +20.278%; +21.045%; +21.811%; +22.578%; +23.345%; +24.112%; +24.879%; +25.646%; +26.413%; +27.180%; +27.947%; 
-11.919%; -11.152%; -10.385%; -9.6181%; -8.8511%; -8.0842%; -7.3173%; -6.5504%; -5.7835%; -5.0166%; -4.2496%; -3.4827%; -2.7158%; -1.9489%; -1.1820%; -0.41507%; +0.35184%; +1.1188%; +1.8857%; +2.6526%; +3.4195%; +4.1864%; +4.9533%; +5.7202%; +6.4872%; +7.2541%; +8.0210%; +8.7879%; +9.5548%; +10.322%; +11.089%; +11.856%; +12.622%; +13.389%; +14.156%; +14.923%; +15.690%; +16.457%; +17.224%; +17.991%; +18.758%; +19.525%; +20.292%; +21.059%; +21.825%; +22.592%; +23.359%; +24.126%; +24.893%; +25.660%; +26.427%; +27.194%; +27.961%; 
-11.905%; -11.138%; -10.371%; -9.6045%; -8.8376%; -8.0706%; -7.3037%; -6.5368%; -5.7699%; -5.0030%; -4.2361%; -3.4691%; -2.7022%; -1.9353%; -1.1684%; -0.40149%; +0.36543%; +1.1323%; +1.8993%; +2.6662%; +3.4331%; +4.2000%; +4.9669%; +5.7338%; +6.5007%; +7.2677%; +8.0346%; +8.8015%; +9.5684%; +10.335%; +11.102%; +11.869%; +12.636%; +13.403%; +14.170%; +14.937%; +15.704%; +16.471%; +17.238%; +18.004%; +18.771%; +19.538%; +20.305%; +21.072%; +21.839%; +22.606%; +23.373%; +24.140%; +24.907%; +25.674%; +26.441%; +27.207%; +27.974%; 
-11.892%; -11.125%; -10.358%; -9.5913%; -8.8244%; -8.0575%; -7.2906%; -6.5236%; -5.7567%; -4.9898%; -4.2229%; -3.4560%; -2.6891%; -1.9221%; -1.1552%; -0.38832%; +0.37860%; +1.1455%; +1.9124%; +2.6793%; +3.4463%; +4.2132%; +4.9801%; +5.7470%; +6.5139%; +7.2808%; +8.0477%; +8.8147%; +9.5816%; +10.348%; +11.115%; +11.882%; +12.649%; +13.416%; +14.183%; +14.950%; +15.717%; +16.484%; +17.251%; +18.018%; +18.785%; +19.551%; +20.318%; +21.085%; +21.852%; +22.619%; +23.386%; +24.153%; +24.920%; +25.687%; +26.454%; +27.221%; +27.988%; 
-11.879%; -11.112%; -10.345%; -9.5785%; -8.8116%; -8.0447%; -7.2778%; -6.5109%; -5.7439%; -4.9770%; -4.2101%; -3.4432%; -2.6763%; -1.9094%; -1.1425%; -0.37554%; +0.39137%; +1.1583%; +1.9252%; +2.6921%; +3.4590%; +4.2259%; +4.9929%; +5.7598%; +6.5267%; +7.2936%; +8.0605%; +8.8274%; +9.5943%; +10.361%; +11.128%; +11.895%; +12.662%; +13.429%; +14.196%; +14.963%; +15.730%; +16.497%; +17.263%; +18.030%; +18.797%; +19.564%; +20.331%; +21.098%; +21.865%; +22.632%; +23.399%; +24.166%; +24.933%; +25.700%; +26.466%; +27.233%; +28.000%; 
-11.867%; -11.100%; -10.333%; -9.5661%; -8.7992%; -8.0323%; -7.2654%; -6.4985%; -5.7316%; -4.9646%; -4.1977%; -3.4308%; -2.6639%; -1.8970%; -1.1301%; -0.36316%; +0.40376%; +1.1707%; +1.9376%; +2.7045%; +3.4714%; +4.2383%; +5.0052%; +5.7722%; +6.5391%; +7.3060%; +8.0729%; +8.8398%; +9.6067%; +10.374%; +11.141%; +11.907%; +12.674%; +13.441%; +14.208%; +14.975%; +15.742%; +16.509%; +17.276%; +18.043%; +18.810%; +19.577%; +20.344%; +21.110%; +21.877%; +22.644%; +23.411%; +24.178%; +24.945%; +25.712%; +26.479%; +27.246%; +28.013%; 
-11.855%; -11.088%; -10.321%; -9.5541%; -8.7872%; -8.0203%; -7.2534%; -6.4865%; -5.7196%; -4.9526%; -4.1857%; -3.4188%; -2.6519%; -1.8850%; -1.1181%; -0.35115%; +0.41577%; +1.1827%; +1.9496%; +2.7165%; +3.4834%; +4.2503%; +5.0173%; +5.7842%; +6.5511%; +7.3180%; +8.0849%; +8.8518%; +9.6187%; +10.386%; +11.153%; +11.919%; +12.686%; +13.453%; +14.220%; +14.987%; +15.754%; +16.521%; +17.288%; +18.055%; +18.822%; +19.589%; +20.356%; +21.122%; +21.889%; +22.656%; +23.423%; +24.190%; +24.957%; +25.724%; +26.491%; +27.258%; +28.025%; 
-11.843%; -11.076%; -10.309%; -9.5425%; -8.7756%; -8.0086%; -7.2417%; -6.4748%; -5.7079%; -4.9410%; -4.1741%; -3.4072%; -2.6402%; -1.8733%; -1.1064%; -0.33950%; +0.42742%; +1.1943%; +1.9612%; +2.7282%; +3.4951%; +4.2620%; +5.0289%; +5.7958%; +6.5627%; +7.3297%; +8.0966%; +8.8635%; +9.6304%; +10.397%; +11.164%; +11.931%; +12.698%; +13.465%; +14.232%; +14.999%; +15.766%; +16.533%; +17.300%; +18.066%; +18.833%; +19.600%; +20.367%; +21.134%; +21.901%; +22.668%; +23.435%; +24.202%; +24.969%; +25.736%; +26.503%; +27.269%; +28.036%; 
-11.832%; -11.065%; -10.298%; -9.5312%; -8.7643%; -7.9973%; -7.2304%; -6.4635%; -5.6966%; -4.9297%; -4.1628%; -3.3959%; -2.6289%; -1.8620%; -1.0951%; -0.32820%; +0.43872%; +1.2056%; +1.9725%; +2.7395%; +3.5064%; +4.2733%; +5.0402%; +5.8071%; +6.5740%; +7.3410%; +8.1079%; +8.8748%; +9.6417%; +10.409%; +11.176%; +11.942%; +12.709%; +13.476%; +14.243%; +15.010%; +15.777%; +16.544%; +17.311%; +18.078%; +18.845%; +19.612%; +20.379%; +21.145%; +21.912%; +22.679%; +23.446%; +24.213%; +24.980%; +25.747%; +26.514%; +27.281%; +28.048%; 
-11.821%; -11.054%; -10.287%; -9.5202%; -8.7533%; -7.9864%; -7.2195%; -6.4526%; -5.6856%; -4.9187%; -4.1518%; -3.3849%; -2.6180%; -1.8511%; -1.0842%; -0.31724%; +0.44968%; +1.2166%; +1.9835%; +2.7504%; +3.5173%; +4.2843%; +5.0512%; +5.8181%; +6.5850%; +7.3519%; +8.1188%; +8.8857%; +9.6527%; +10.420%; +11.186%; +11.953%; +12.720%; +13.487%; +14.254%; +15.021%; +15.788%; +16.555%; +17.322%; +18.089%; +18.856%; +19.623%; +20.389%; +21.156%; +21.923%; +22.690%; +23.457%; +24.224%; +24.991%; +25.758%; +26.525%; +27.292%; +28.059%; 
-11.810%; -11.043%; -10.276%; -9.5096%; -8.7427%; -7.9758%; -7.2088%; -6.4419%; -5.6750%; -4.9081%; -4.1412%; -3.3743%; -2.6074%; -1.8404%; -1.0735%; -0.30661%; +0.46031%; +1.2272%; +1.9941%; +2.7611%; +3.5280%; +4.2949%; +5.0618%; +5.8287%; +6.5956%; +7.3625%; +8.1295%; +8.8964%; +9.6633%; +10.430%; +11.197%; +11.964%; +12.731%; +13.498%; +14.265%; +15.032%; +15.799%; +16.566%; +17.332%; +18.099%; +18.866%; +19.633%; +20.400%; +21.167%; +21.934%; +22.701%; +23.468%; +24.235%; +25.002%; +25.768%; +26.535%; +27.302%; +28.069%; 
