+3.1768%; 
+2.5806%; +3.3475%; +4.1145%; 
+1.9788%; +2.7457%; +3.5126%; +4.2795%; +5.0465%; 
+1.3715%; +2.1384%; +2.9053%; +3.6723%; +4.4392%; +5.2061%; +5.9730%; 
+0.75895%; +1.5259%; +2.2928%; +3.0597%; +3.8266%; +4.5935%; +5.3604%; +6.1273%; +6.8943%; 
+0.14128%; +0.90819%; +1.6751%; +2.4420%; +3.2089%; +3.9759%; +4.7428%; +5.5097%; +6.2766%; +7.0435%; +7.8104%; 
-0.48132%; +0.28560%; +1.0525%; +1.8194%; +2.5863%; +3.3533%; +4.1202%; +4.8871%; +5.6540%; +6.4209%; +7.1878%; +7.9547%; +8.7217%; 
-11.800%; -11.033%; -10.266%; -9.4993%; -8.7324%; -7.9654%; -7.1985%; -6.4316%; -5.6647%; -4.8978%; -4.1309%; -3.3640%; -2.5970%; -1.8301%; -1.0632%; -0.29629%; +0.47062%; +1.2375%; +2.0045%; +2.7714%; +3.5383%; +4.3052%; +5.0721%; +5.8390%; +6.6059%; +7.3729%; +8.1398%; +8.9067%; +9.6736%; +10.441%; +11.207%; +11.974%; +12.741%; +13.508%; +14.275%; +15.042%; +15.809%; +16.576%; +17.343%; +18.110%; +18.877%; +19.643%; +20.410%; +21.177%; +21.944%; +22.711%; +23.478%; +24.245%; +25.012%; +25.779%; +26.546%; +27.313%; +28.080%; 
-11.790%; -11.023%; -10.256%; -9.4893%; -8.7224%; -7.9554%; -7.1885%; -6.4216%; -5.6547%; -4.8878%; -4.1209%; -3.3539%; -2.5870%; -1.8201%; -1.0532%; -0.28629%; +0.48063%; +1.2475%; +2.0145%; +2.7814%; +3.5483%; +4.3152%; +5.0821%; +5.8490%; +6.6159%; +7.3829%; +8.1498%; +8.9167%; +9.6836%; +10.451%; +11.217%; +11.984%; +12.751%; +13.518%; +14.285%; +15.052%; +15.819%; +16.586%; +17.353%; +18.120%; +18.887%; +19.653%; +20.420%; +21.187%; +21.954%; +22.721%; +23.488%; +24.255%; +25.022%; +25.789%; +26.556%; +27.323%; +28.090%; 
-11.780%; -11.013%; -10.246%; -9.4796%; -8.7126%; -7.9457%; -7.1788%; -6.4119%; -5.6450%; -4.8781%; -4.1112%; -3.3442%; -2.5773%; -1.8104%; -1.0435%; -0.27658%; +0.49033%; +1.2572%; +2.0242%; +2.7911%; +3.5580%; +4.3249%; +5.0918%; +5.8587%; +6.6257%; +7.3926%; +8.1595%; +8.9264%; +9.6933%; +10.460%; +11.227%; +11.994%; +12.761%; +13.528%; +14.295%; +15.062%; +15.829%; +16.596%; +17.362%; +18.129%; +18.896%; +19.663%; +20.430%; +21.197%; +21.964%; +22.731%; +23.498%; +24.265%; +25.032%; +25.799%; +26.565%; +27.332%; +28.099%; 
-11.771%; -11.004%; -10.237%; -9.4701%; -8.7032%; -7.9363%; -7.1694%; -6.4025%; -5.6356%; -4.8687%; -4.1017%; -3.3348%; -2.5679%; -1.8010%; -1.0341%; -0.26717%; +0.49975%; +1.2667%; +2.0336%; +2.8005%; +3.5674%; +4.3343%; +5.1012%; +5.8682%; +6.6351%; +7.4020%; +8.1689%; +8.9358%; +9.7027%; +10.470%; +11.237%; +12.003%; +12.770%; +13.537%; +14.304%; +15.071%; +15.838%; +16.605%; +17.372%; +18.139%; +18.906%; +19.673%; +20.440%; +21.206%; +21.973%; +22.740%; +23.507%; +24.274%; +25.041%; +25.808%; +26.575%; +27.342%; +28.109%; 
-11.762%; -10.995%; -10.228%; -9.4610%; -8.6941%; -7.9272%; -7.1603%; -6.3933%; -5.6264%; -4.8595%; -4.0926%; -3.3257%; -2.5588%; -1.7919%; -1.0249%; -0.25803%; +0.50889%; +1.2758%; +2.0427%; +2.8096%; +3.5765%; +4.3435%; +5.1104%; +5.8773%; +6.6442%; +7.4111%; +8.1780%; +8.9449%; +9.7119%; +10.479%; +11.246%; +12.013%; +12.780%; +13.546%; +14.313%; +15.080%; +15.847%; +16.614%; +17.381%; +18.148%; +18.915%; +19.682%; +20.449%; +21.216%; +21.983%; +22.749%; +23.516%; +24.283%; +25.050%; +25.817%; +26.584%; +27.351%; +28.118%; 
-11.753%; -10.986%; -10.219%; -9.4521%; -8.6852%; -7.9183%; -7.1514%; -6.3845%; -5.6176%; -4.8507%; -4.0837%; -3.3168%; -2.5499%; -1.7830%; -1.0161%; -0.24916%; +0.51775%; +1.2847%; +2.0516%; +2.8185%; +3.5854%; +4.3523%; +5.1192%; +5.8862%; +6.6531%; +7.4200%; +8.1869%; +8.9538%; +9.7207%; +10.488%; +11.255%; +12.021%; +12.788%; +13.555%; +14.322%; +15.089%; +15.856%; +16.623%; +17.390%; +18.157%; +18.924%; +19.691%; +20.458%; +21.224%; +21.991%; +22.758%; +23.525%; +24.292%; +25.059%; +25.826%; +26.593%; +27.360%; +28.127%; 
-11.744%; -10.977%; -10.210%; -9.4435%; -8.6766%; -7.9097%; -7.1428%; -6.3759%; -5.6090%; -4.8421%; -4.0751%; -3.3082%; -2.5413%; -1.7744%; -1.0075%; -0.24056%; +0.52635%; +1.2933%; +2.0602%; +2.8271%; +3.5940%; +4.3609%; +5.1278%; +5.8948%; +6.6617%; +7.4286%; +8.1955%; +8.9624%; +9.7293%; +10.496%; +11.263%; +12.030%; +12.797%; +13.564%; +14.331%; +15.098%; +15.865%; +16.632%; +17.398%; +18.165%; +18.932%; +19.699%; +20.466%; +21.233%; +22.000%; +22.767%; +23.534%; +24.301%; +25.068%; +25.835%; +26.601%; +27.368%; +28.135%; 
-11.736%; -10.969%; -10.202%; -9.4352%; -8.6683%; -7.9014%; -7.1344%; -6.3675%; -5.6006%; -4.8337%; -4.0668%; -3.2999%; -2.5330%; -1.7660%; -0.99913%; -0.23221%; +0.53470%; +1.3016%; +2.0685%; +2.8354%; +3.6024%; +4.3693%; +5.1362%; +5.9031%; +6.6700%; +7.4369%; +8.2039%; +8.9708%; +9.7377%; +10.505%; +11.272%; +12.038%; +12.805%; +13.572%; +14.339%; +15.106%; +15.873%; +16.640%; +17.407%; +18.174%; +18.941%; +19.708%; +20.474%; +21.241%; +22.008%; +22.775%; +23.542%; +24.309%; +25.076%; +25.843%; +26.610%; +27.377%; +28.144%; 
-11.728%; -10.961%; -10.194%; -9.4271%; -8.6602%; -7.8933%; -7.1263%; -6.3594%; -5.5925%; -4.8256%; -4.0587%; -3.2918%; -2.5249%; -1.7579%; -0.99102%; -0.22411%; +0.54280%; +1.3097%; +2.0766%; +2.8435%; +3.6105%; +4.3774%; +5.1443%; +5.9112%; +6.6781%; +7.4450%; +8.2120%; +8.9789%; +9.7458%; +10.513%; +11.280%; +12.047%; +12.813%; +13.580%; +14.347%; +15.114%; +15.881%; +16.648%; +17.415%; +18.182%; +18.949%; +19.716%; +20.483%; +21.250%; +22.016%; +22.783%; +23.550%; +24.317%; +25.084%; +25.851%; +26.618%; +27.385%; +28.152%; 
-11.720%; -10.953%; -10.186%; -9.4192%; -8.6523%; -7.8854%; -7.1185%; -6.3516%; -5.5847%; -4.8177%; -4.0508%; -3.2839%; -2.5170%; -1.7501%; -0.98316%; -0.21625%; +0.55067%; +1.3176%; +2.0845%; +2.8514%; +3.6183%; +4.3852%; +5.1522%; +5.9191%; +6.6860%; +7.4529%; +8.2198%; +8.9867%; +9.7536%; +10.521%; +11.287%; +12.054%; +12.821%; +13.588%; +14.355%; +15.122%; +15.889%; +16.656%; +17.423%; +18.190%; +18.957%; +19.724%; +20.490%; +21.257%; +22.024%; +22.791%; +23.558%; +24.325%; +25.092%; +25.859%; +26.626%; +27.393%; +28.160%; 
-11.712%; -10.945%; -10.179%; -9.4116%; -8.6447%; -7.8778%; -7.1108%; -6.3439%; -5.5770%; -4.8101%; -4.0432%; -3.2763%; -2.5094%; -1.7424%; -0.97553%; -0.20861%; +0.55830%; +1.3252%; +2.0921%; +2.8590%; +3.6260%; +4.3929%; +5.1598%; +5.9267%; +6.6936%; +7.4605%; +8.2274%; +8.9944%; +9.7613%; +10.528%; +11.295%; +12.062%; +12.829%; +13.596%; +14.363%; +15.130%; +15.897%; +16.664%; +17.430%; +18.197%; +18.964%; +19.731%; +20.498%; +21.265%; +22.032%; +22.799%; +23.566%; +24.333%; +25.100%; +25.866%; +26.633%; +27.400%; +28.167%; 
-11.705%; -10.938%; -10.171%; -9.4042%; -8.6373%; -7.8704%; -7.1034%; -6.3365%; -5.5696%; -4.8027%; -4.0358%; -3.2689%; -2.5020%; -1.7350%; -0.96812%; -0.20121%; +0.56571%; +1.3326%; +2.0995%; +2.8665%; +3.6334%; +4.4003%; +5.1672%; +5.9341%; +6.7010%; +7.4679%; +8.2349%; +9.0018%; +9.7687%; +10.536%; +11.303%; +12.069%; +12.836%; +13.603%; +14.370%; +15.137%; +15.904%; +16.671%; +17.438%; +18.205%; +18.972%; +19.739%; +20.505%; +21.272%; +22.039%; +22.806%; +23.573%; +24.340%; +25.107%; +25.874%; +26.641%; +27.408%; +28.175%; 
